userid, dateofbirthid, geoid, gender
116569,20071001,422de,2
59152,20071101,84it,2
84045,20071201,432de,1
33881,20071101,73ie,1
37976,20070801,432de,1
9868,20070701,857it,2
77280,20060101,1162us,2
20423,20080701,1040uk,1
6859,20080301,73ie,1
69721,20080601,518es,1
45711,20080301,728ie,1
70892,20080301,1013uk,1
43868,20060101,46de,2
78591,20051001,518es,1
56331,20080601,48de,1
1772,20060701,2149be,2
103131,20051001,478de,2
20769,20050901,423de,2
52655,20060301,466de,2
35725,20080501,466de,2
59247,20070901,4102de,2
35219,20080501,4111de,1
15227,20060201,531es,1
38113,20080101,10255uk,1
110304,20080701,91592nz,1
76272,20080501,4111de,1
15653,20080201,825it,2
94158,20071001,1011uk,1
34884,20070101,526es,1
19366,20061101,1035uk,2
88490,20070901,1035uk,2
11576,20070501,4102de,2
49041,20080901,246be,2
52277,20081101,825it,1
51526,20090501,3195ca,2
35898,20070301,630fr,2
21892,20090201,1034uk,1
51006,20090301,1040uk,2
114470,20090301,424de,2
32734,20070901,10255uk,2
6836,20081201,516es,2
7986,20080301,423de,2
9162,20050901,10152uk,1
41178,20051001,112us,2
32484,20060601,1254au,1
60239,20060401,46de,2
26699,20080801,91182nz,1
7443,20071001,246be,2
98419,20080401,41de,1
62584,20080501,1143au,1
93336,20071001,526es,2
76698,20080301,10152uk,2
64352,20080301,1056uk,2
73184,20080501,1175us,2
88750,20080201,857it,1
59135,20080301,350ca,2
29596,20040701,465de,2
109309,20080801,333ca,1
26784,20070901,321ca,1
73157,20080401,458de,2
5467,20071201,1035uk,1
64512,20071101,1040uk,1
71081,20080301,1172us,1
30097,20071101,10103uk,2
58997,20070801,1035uk,2
116797,20080201,41de,1
3977,20080701,91592nz,2
112422,20071201,4111de,2
78672,20080301,510es,1
99146,20080201,423de,1
42932,20080301,712ie,2
6595,20080401,10103uk,1
14931,20071001,422de,2
45912,20071201,11368us,1
90604,20090501,465de,2
72584,20080401,45de,2
6682,20080101,61447fr,1
12311,20080401,84it,2
116896,20071201,1043uk,2
53240,20071001,11454us,1
90029,20081001,1040uk,1
23294,20070201,10252uk,1
72114,20080901,10252uk,2
15471,20080601,423de,2
7782,20081201,112us,2
97250,20090701,526es,1
73216,20080101,720ie,1
48002,20090301,3117ca,1
82425,20061101,423de,1
37420,20090701,630fr,2
62022,20081101,10152uk,1
82597,20070901,465de,1
30301,20080701,1011uk,1
45446,20070101,61447fr,2
36796,20060701,516es,1
71904,20040701,432de,1
46097,20080101,424de,2
7859,20080801,1056uk,1
37587,20080301,414de,2
58066,20080701,1011uk,2
32728,20070401,41de,2
43590,20090701,3117ca,2
86024,20071201,4102de,2
39770,20060801,4102de,1
62162,20071201,414de,2
745,20060301,4111de,1
42367,20071001,3195ca,1
40985,20080801,4111de,1
68329,20051001,2351be,1
90257,20080601,321ca,1
90132,20050901,466de,2
35488,20080401,1172us,2
70791,20051201,510es,1
98263,20061201,91462nz,1
51060,20081101,617fr,2
38849,20080501,2149be,1
113893,20080301,728ie,2
84237,20080801,321ca,1
19010,20071101,466de,1
46528,20070901,119us,2
97320,20080501,1013uk,2
47889,20080401,458de,1
109899,20020901,458de,2
17929,20090801,526es,2
27062,20080701,857it,1
65748,20080501,617fr,1
78589,20080801,91462nz,1
25936,20051001,825it,2
55674,20090701,73ie,1
48517,20080301,167au,1
46032,20071001,432de,1
95214,20071101,424de,1
70120,20071001,1175us,2
33932,20090201,350ca,2
53547,20090501,465de,1
48329,20080801,61447fr,2
87179,20090101,728ie,2
3990,20080301,4404de,1
17220,20080501,510es,2
49451,20070501,1035uk,1
34398,20071101,1035uk,1
45900,20080501,712ie,1
6638,20090301,465de,2
92907,20090601,466de,1
66335,20081101,617fr,2
35483,20080101,825it,1
11631,20070201,3195ca,2
23217,20090601,350ca,2
91138,20090501,4404de,2
38667,20060901,41de,1
3355,20070701,1040uk,1
60800,20090301,3195ca,2
21401,20081201,527es,1
13526,20050301,41de,2
78555,20090701,3195ca,1
23853,20090701,516es,2
10884,20070701,167au,1
78019,20041001,857it,2
69395,20090501,45de,2
5722,20040601,2149be,1
100355,20050801,465de,1
52366,20070301,97nz,1
14850,20070801,466de,2
84916,20070201,2149be,2
13344,20090101,518es,2
110357,20061001,1172us,1
86565,20060301,1056uk,2
16456,20070501,112us,1
89120,20070601,350ca,2
48449,20070801,167au,2
5979,20070401,728ie,2
14668,20070101,1056uk,1
56566,20071201,432de,2
9789,20040201,630fr,1
49648,20070701,11368us,2
82727,20060501,41de,1
61313,20090801,350ca,2
25953,20071001,9598nz,1
50479,20070501,728ie,2
12121,20060301,61447fr,2
68446,20070701,527es,1
116983,20070501,432de,1
102744,20060601,45de,1
49251,20080401,531es,2
2798,20070701,1011uk,2
99648,20070801,1056uk,2
46233,20090101,84it,1
73103,20040601,527es,2
78527,20080701,350ca,1
97949,20070401,424de,1
41611,20071201,728ie,1
8898,20070601,424de,2
107094,20031001,4111de,2
62028,20060701,531es,2
97664,20081101,48de,1
13300,20090701,2351be,1
106427,20060701,712ie,1
106482,20070801,526es,2
12313,20070301,10255uk,1
5166,20060801,712ie,2
30558,20070801,84it,1
57341,20071101,720ie,2
101311,20071101,466de,1
93189,20060601,424de,1
7388,20070801,422de,1
106539,20070501,414de,2
71359,20070601,246be,2
112187,20090101,1043uk,2
83000,20060801,720ie,1
104834,20070201,97nz,2
70176,20081001,84it,2
62720,20080601,10255uk,1
16854,20070101,1035uk,1
114414,20080701,857it,1
96172,20060801,84it,2
43233,20060701,2149be,2
109005,20080901,516es,1
52670,20070501,857it,2
90266,20060701,465de,2
83333,20060301,510es,1
114985,20070801,119us,2
56903,20070201,2351be,1
112665,20061201,61447fr,2
16126,20060601,41de,2
108961,20061101,518es,2
14397,20070101,3195ca,1
118923,20070601,465de,2
3428,20070301,516es,1
3201,20070801,1013uk,1
20970,20060601,630fr,2
112164,20051201,1011uk,1
109848,20061201,857it,2
110872,20070401,6112fr,2
111193,20080301,1011uk,2
614,20070501,41de,2
73426,20081101,84it,2
112897,20070601,720ie,2
38136,20080101,333ca,1
28454,20070901,1013uk,2
7269,20070501,630fr,1
37185,20070201,45de,1
103260,20100101,112us,2
79849,20070501,527es,2
61517,20070301,246be,2
66165,20080401,518es,1
12573,20091201,350ca,1
2930,20080201,422de,1
21940,20061201,119us,1
115915,20091001,857it,2
81287,20080801,1056uk,1
99430,20100501,825it,1
79752,20100401,531es,2
17665,20091101,10255uk,1
10544,20080601,10103uk,1
10011,20090901,84it,1
80665,20070801,1011uk,1
63313,20070101,1056uk,1
95049,20070801,1143au,1
105972,20070501,466de,2
49516,20090601,350ca,2
67282,20100101,1013uk,1
11602,20091001,414de,2
19661,20070901,458de,1
27877,20080601,516es,2
86162,20090801,531es,2
117582,20100301,91592nz,2
33504,20100101,10252uk,2
94035,20070901,728ie,1
76141,20100501,466de,2
89243,20100501,10252uk,1
42249,20070701,1011uk,1
27496,20091001,4404de,2
60227,20070501,2351be,2
115423,20090601,119us,2
117160,20080801,97nz,2
37556,20120401,246be,2
5800,20120601,1254au,2
109952,20120601,1011uk,1
35140,20120401,432de,2
46007,20110801,1254au,1
10057,20110901,728ie,2
20258,20120201,1175us,1
107790,20120101,4111de,2
8061,20110901,45de,2
8419,20111201,91182nz,1
83476,20100301,2351be,2
78966,20120501,46de,2
4152,20120401,10252uk,2
14119,20110901,11454us,1
81257,20120701,119us,1
16182,20120301,510es,1
20694,20120701,424de,2
118879,20111201,1056uk,2
12466,20120501,3195ca,1
73211,20120801,45de,2
55481,20120301,531es,2
33588,20120801,1034uk,1
15396,20080101,119us,1
48174,20071201,720ie,2
62089,20070901,246be,1
107640,20070501,527es,1
35370,20071101,11454us,1
73824,20070801,3117ca,1
60615,20080201,167au,1
50572,20040101,458de,2
114015,20080801,1040uk,1
323,20071101,48de,1
83252,20080101,4111de,1
44197,20070301,112us,2
23247,20080101,41de,1
8192,20070901,720ie,1
14550,20080201,527es,2
66497,20060901,1175us,1
101806,20070101,1343au,2
16583,20040201,11454us,2
10403,20070901,516es,2
112482,20061101,73ie,1
56509,20070201,1040uk,1
99482,20080701,10103uk,2
26668,20080701,6387fr,1
66443,20080301,518es,1
104608,20080401,531es,1
19281,20080101,10103uk,2
70376,20071001,527es,1
48357,20080301,1013uk,1
100242,20080401,1143au,1
47982,20070901,1011uk,2
65577,20061001,720ie,1
66003,20040701,531es,2
68144,20071101,4111de,2
14643,20070701,1040uk,1
927,20040401,531es,2
65829,20071101,246be,1
82649,20071201,465de,2
39936,20080101,333ca,2
112533,20080701,1011uk,1
30706,20071001,46de,1
89217,20080401,350ca,1
61417,20080401,112us,1
9457,20080101,350ca,2
29239,20071201,84it,2
16996,20070901,167au,1
32153,20070101,1043uk,2
28467,20080201,48de,2
21941,20080501,424de,1
629,20070201,712ie,1
16450,20070601,518es,1
88271,20080201,510es,2
108818,20080601,531es,2
99254,20061001,45de,2
9536,20070701,617fr,2
5617,20070301,3448ca,2
52730,20080501,119us,1
88212,20070901,531es,2
62957,20071201,4102de,1
103825,20040701,1056uk,2
104222,20080101,518es,2
87359,20031201,3448ca,2
110287,20070901,1040uk,2
111838,20071101,321ca,2
69400,20070201,119us,2
83467,20070901,531es,2
19527,20030901,518es,1
66457,20071101,321ca,2
111117,20061001,728ie,2
54751,20080701,478de,1
117052,20080101,10255uk,2
76550,20070801,516es,1
87247,20071201,510es,1
111881,20071001,1013uk,1
101060,20080201,526es,1
86281,20080301,4404de,1
12299,20070601,1013uk,1
7396,20080701,857it,1
60762,20071201,424de,2
59843,20070101,48de,1
88610,20071201,526es,2
57294,20080201,1143au,1
46847,20080301,91182nz,1
28740,20070901,424de,1
108088,20070801,531es,2
43726,20060901,531es,2
74625,20080201,466de,1
14245,20070101,1013uk,2
88062,20071101,4404de,1
75950,20070901,527es,1
43659,20061001,73ie,2
54682,20070201,46de,2
50513,20080701,424de,1
107415,20080601,3195ca,2
83606,20060701,119us,2
102318,20071001,1040uk,2
100576,20061201,466de,1
65874,20080201,728ie,1
53057,20080101,84it,1
15618,20070301,1043uk,1
48646,20070701,1056uk,1
89792,20070801,2149be,2
75101,20070901,531es,1
1425,20070601,45de,1
9608,20080801,478de,1
37943,20070201,1034uk,1
14980,20080701,414de,1
84169,20080601,2149be,1
100415,20081001,518es,1
87462,20090701,432de,1
43754,20081001,246be,1
14224,20090301,1040uk,2
10426,20090701,516es,1
58120,20090501,10255uk,2
107855,20090101,414de,1
438,20090601,676fr,2
47111,20090301,516es,1
37239,20081101,9598nz,1
46260,20090301,1043uk,1
12736,20090301,46de,1
38452,20081201,1167au,1
54194,20090801,84it,1
9658,20101001,97nz,1
112287,20110101,11368us,2
49193,20090101,48de,1
88167,20100801,91462nz,2
48697,20100601,3448ca,1
93516,20071001,2351be,2
97007,20090201,3117ca,1
39101,20081001,61447fr,2
97988,20090501,857it,2
114011,20081001,1043uk,2
4884,20081201,825it,2
66494,20081001,1011uk,1
48404,20090101,84it,2
28249,20081001,1034uk,2
19387,20090301,720ie,1
35000,20081001,1172us,2
115429,20090801,466de,2
104664,20090501,46de,2
9356,20111201,10152uk,1
87479,20111001,4111de,2
74709,20120401,46de,2
48953,20120801,1043uk,1
50217,20110301,531es,2
101415,20120801,1056uk,2
106704,20110601,432de,2
105433,20120201,526es,1
26193,20111101,414de,2
113108,20110801,712ie,2
96087,20111201,3448ca,2
115273,20100901,112us,1
43187,20111101,617fr,2
99609,20120201,1043uk,1
67134,20110401,2149be,1
60456,20110701,478de,1
24155,20120501,46de,1
42047,20090101,526es,2
75882,20090801,41de,2
94747,20090101,4111de,2
81221,20081201,414de,2
32326,20090201,1167au,1
99931,20080901,518es,2
62807,20080901,6112fr,1
111640,20080901,516es,2
95409,20080801,4404de,1
26773,20100501,516es,1
100560,20100601,10152uk,2
106864,20100701,527es,1
82426,20071101,10252uk,2
32043,20090101,46de,2
51219,20090301,458de,2
28122,20080901,3117ca,1
49934,20081001,423de,1
76932,20090701,857it,1
63479,20090601,10255uk,1
55818,20081001,4404de,1
22095,20081001,4102de,1
85738,20090701,46de,1
106193,20090101,45de,1
88427,20080701,422de,1
64556,20100201,1011uk,2
8836,20100101,458de,1
76631,20091201,825it,1
70615,20100301,4102de,1
23024,20080701,119us,2
74956,20100201,84it,2
107697,20091101,466de,2
50956,20091101,1034uk,2
72554,20080401,919nz,1
32203,20100701,1013uk,2
3004,20100401,527es,2
14326,20080401,10255uk,2
25794,20100401,465de,1
85484,20090901,510es,1
24008,20080801,84it,2
85160,20061001,2149be,1
89073,20070901,422de,2
33159,20080101,4404de,1
85398,20071001,41de,2
13132,20070601,4102de,2
94146,20070201,6387fr,2
34588,20070601,1011uk,1
15129,20080801,45de,1
73088,20070901,1143au,2
17158,20070201,510es,1
110030,20070701,423de,2
66723,20061101,728ie,2
44724,20080801,478de,2
22685,20060401,1343au,1
58666,20071001,119us,2
77049,20061101,84it,2
103564,20070401,350ca,1
21616,20080501,10152uk,1
104957,20080201,720ie,2
20628,20080601,1035uk,2
35676,20080701,6387fr,1
56671,20070801,720ie,2
65181,20070901,84it,1
76053,20061201,422de,2
12398,20070901,1343au,2
47998,20070301,148au,1
12079,20071101,1011uk,1
37539,20071101,48de,1
112537,20070701,1254au,1
115812,20080501,465de,2
43209,20070601,41de,2
56111,20071101,1035uk,2
54006,20060301,825it,2
56464,20061201,61447fr,2
4598,20071101,1056uk,2
44672,20051101,97nz,2
87780,20090701,91592nz,2
57575,20060201,4404de,2
66749,20060601,350ca,1
45791,20060601,465de,1
56219,20060701,9598nz,2
47501,20070101,1143au,2
30275,20080201,45de,1
110905,20080801,526es,2
15751,20071101,1043uk,2
38495,20070501,1175us,1
24669,20070701,11368us,1
66735,20080601,112us,2
107976,20070701,46de,2
116759,20070801,414de,1
34366,20061201,84it,2
60962,20070601,510es,1
91603,20080101,91592nz,1
104641,20080301,48de,2
51101,20071001,1040uk,2
55681,20070801,1011uk,1
30933,20070201,10252uk,2
100826,20051201,518es,2
67052,20080101,1175us,1
108465,20080501,11368us,2
102792,20080501,1035uk,1
81066,20071001,46de,1
5435,20080801,526es,2
117165,20080801,10103uk,1
69669,20061101,10103uk,1
19164,20070201,1043uk,1
60275,20071001,458de,2
105770,20080401,518es,1
7640,20080101,1035uk,1
92360,20120401,728ie,2
28686,20120401,97nz,1
34559,20120501,531es,1
44387,20061101,432de,1
56052,20061201,4111de,2
34946,20080601,458de,1
113938,20090401,857it,2
92506,20080401,246be,1
19363,20090401,246be,2
64810,20090301,526es,1
55629,20090101,1040uk,2
14276,20091001,46de,1
72760,20090901,478de,2
91322,20100601,510es,2
93644,20100601,466de,2
80825,20100101,167au,2
15786,20100101,45de,1
29698,20091101,46de,2
89280,20100301,458de,1
97929,20100701,48de,1
100702,20091101,1056uk,1
46630,20080601,4102de,1
79392,20090501,518es,2
52526,20070801,10255uk,2
27896,20050101,11454us,1
57076,20040701,6112fr,1
31176,20071001,516es,2
59801,20070501,1040uk,2
36455,20070901,527es,1
99045,20080801,478de,1
56957,20080301,246be,1
20160,20070501,465de,1
101381,20080101,531es,1
26577,20080401,4102de,1
59212,20080101,465de,1
93250,20070601,424de,1
23944,20070801,45de,1
51882,20080501,1162us,2
39559,20070401,1035uk,2
25613,20061001,712ie,2
50985,20070701,466de,1
63736,20031201,458de,1
15383,20061101,1254au,1
12738,20061001,478de,2
102665,20051201,531es,2
65310,20061101,518es,1
107816,20070401,527es,2
56281,20060201,1034uk,1
17941,20070501,1034uk,2
90678,20051201,424de,1
75175,20070601,1013uk,1
7059,20080401,10152uk,2
93797,20070801,1167au,1
110743,20070201,423de,1
114564,20060701,423de,1
108049,20070101,423de,1
110577,20080101,423de,2
45364,20061001,527es,1
104746,20061001,41de,2
24511,20070801,630fr,2
56041,20070801,1254au,1
12366,20070101,1343au,1
5393,20060901,478de,2
62063,20070801,414de,1
93302,20080301,112us,2
24479,20060901,423de,1
79740,20080801,45de,2
95989,20050901,527es,1
71208,20061101,510es,1
81465,20061201,518es,2
36021,20071101,119us,2
90398,20080501,617fr,2
424,20070801,9598nz,2
17670,20070801,10252uk,1
70954,20061101,414de,2
6784,20070701,148au,1
83343,20071201,527es,2
25347,20080101,1013uk,2
116162,20070701,1056uk,2
5412,20080801,333ca,2
91484,20080701,3117ca,2
70071,20071201,10103uk,2
29599,20070501,4404de,1
110876,20060201,350ca,2
14792,20080801,465de,2
6931,20080201,2351be,2
5307,20111001,432de,1
60467,20120201,4102de,1
79913,20080101,414de,2
105706,20040601,2351be,1
31752,20050901,984nz,2
35293,20080301,1043uk,1
65096,20070701,2149be,1
2936,20070301,518es,2
93466,20070701,516es,2
1029,20060701,2351be,2
115366,20060701,10103uk,1
3866,20050901,526es,2
86275,20040501,3195ca,2
115745,20110701,1254au,2
101581,20101001,1035uk,2
2654,20101101,1175us,2
10699,20101101,527es,2
68380,20110601,432de,1
37475,20110601,465de,1
28911,20110601,3195ca,1
55211,20110201,466de,1
13619,20110101,825it,2
93236,20110801,4111de,1
59470,20110401,48de,1
48258,20110501,1162us,1
3744,20120401,1040uk,2
14733,20120601,10103uk,1
97975,20071201,919nz,1
14329,20081201,1013uk,2
117860,20080301,478de,2
89778,20071001,10152uk,1
47163,20080501,432de,1
64029,20051101,6112fr,1
13671,20090501,857it,2
85058,20040701,825it,1
27338,20091001,526es,2
35607,20080901,518es,2
42322,20100801,48de,2
3007,20090701,4102de,2
104144,20100301,466de,1
100534,20100801,48de,1
29174,20090801,246be,1
101705,20100701,4102de,2
111460,20080701,41de,2
105363,20080601,728ie,1
17525,20100201,246be,1
18786,20091101,526es,1
12580,20091201,825it,2
101406,20091001,422de,2
10437,20100801,46de,1
26908,20070401,1040uk,2
29474,20070601,458de,1
46015,20091001,458de,2
5473,20091201,84it,1
2598,20051101,1056uk,1
53667,20080701,48de,2
50997,20070701,10103uk,2
26387,20080701,1013uk,1
70177,20070901,2149be,1
57563,20080401,1199au,1
18230,20080401,4404de,1
91667,20060101,527es,2
22878,20070701,857it,2
23817,20080501,84it,1
51327,20071201,1043uk,1
29195,20080301,478de,1
59337,20060501,526es,1
112280,20080701,526es,1
85436,20071001,1056uk,2
69819,20080201,41de,1
74728,20080301,46de,1
653,20080801,84it,1
33735,20070601,41de,1
32329,20080501,73ie,2
104613,20080801,516es,2
13545,20080801,617fr,1
6576,20071201,45de,1
34420,20070901,1040uk,2
47194,20080101,1040uk,1
115500,20070901,61447fr,1
80094,20080301,527es,1
84447,20080501,424de,2
75831,20080101,1013uk,2
63761,20061001,423de,1
32003,20080501,4111de,2
33300,20080601,3448ca,2
49415,20080701,1343au,1
107566,20080301,4111de,1
104104,20080801,617fr,1
116742,20070901,423de,1
14968,20080801,148au,2
69179,20071201,424de,1
218,20070901,6112fr,1
36714,20080101,422de,1
87009,20080501,1013uk,2
45594,20070501,465de,2
30950,20080101,712ie,2
104140,20071201,46de,2
80470,20070901,526es,1
57044,20080201,45de,1
36437,20060701,466de,2
90961,20071001,167au,2
46554,20071201,61447fr,2
28405,20080201,3448ca,2
57488,20070301,4102de,2
21767,20080601,1035uk,1
8439,20080401,167au,1
47765,20080201,10152uk,2
3219,20080701,1343au,1
6868,20060401,48de,1
6437,20050901,423de,2
24677,20060801,414de,1
25492,20080701,510es,1
53948,20070101,617fr,2
110316,20080801,61447fr,1
30067,20071101,10255uk,1
8886,20080701,46de,2
113768,20071101,10252uk,1
113613,20080501,4404de,2
60212,20070401,526es,2
95823,20080801,46de,1
30269,20080501,1254au,2
30591,20070901,630fr,2
71555,20080801,41de,2
79571,20061201,3117ca,2
100917,20080601,1056uk,1
95212,20080801,148au,1
101048,20060901,516es,2
102886,20060301,4102de,2
114821,20080701,11454us,1
58866,20070601,48de,1
88117,20071101,531es,1
13363,20080701,48de,1
83264,20080101,91462nz,1
72474,20080101,91592nz,1
94383,20071101,676fr,2
66683,20070901,1056uk,1
22299,20080701,1035uk,1
33314,20080301,1254au,1
101139,20080201,3117ca,1
50163,20071101,526es,1
53458,20060301,516es,2
111526,20080401,1013uk,2
106869,20080501,10252uk,2
44022,20080101,10103uk,1
94137,20090301,10152uk,2
114997,20120701,465de,2
40404,20090301,61447fr,1
90014,20090601,10103uk,2
90964,20090101,46de,1
21863,20090101,2351be,1
118245,20081201,630fr,2
105639,20081101,112us,1
94712,20070401,1035uk,2
57813,20061201,10103uk,1
117024,20080501,333ca,2
69040,20080401,527es,1
2405,20070801,45de,2
104718,20061101,630fr,1
21072,20070601,41de,2
64011,20070501,10103uk,1
26530,20080301,617fr,2
17365,20070901,4111de,1
2255,20061101,97nz,1
23205,20081201,1043uk,2
113550,20070801,10252uk,2
96756,20060401,3448ca,1
115333,20081001,84it,1
118441,20110901,857it,2
48323,20090501,516es,1
13509,20081201,516es,1
39096,20091201,6387fr,2
111263,20071001,527es,2
51380,20110901,1034uk,2
82054,20051201,676fr,1
12902,20040601,4404de,2
54838,20031101,10252uk,1
57405,20040101,10152uk,2
29081,20040501,2149be,2
48959,20030101,516es,1
85019,20021101,6387fr,1
117155,20030401,84it,2
74059,20031201,350ca,2
118015,20030201,414de,2
51094,20030501,10103uk,1
29285,20031001,84it,2
83459,20030801,1035uk,2
25963,20020901,424de,1
97126,20021101,167au,1
82014,20031101,1013uk,2
98657,20030901,6387fr,2
64137,20021101,424de,2
47612,20060301,1040uk,1
44067,20060201,48de,2
2180,20050901,167au,1
38,20050901,466de,2
83542,20040101,458de,1
98503,20040301,10252uk,1
101586,20060301,73ie,1
116994,20051201,432de,2
36906,20040701,516es,1
25949,20050401,857it,2
16352,20060501,526es,1
113906,20040201,676fr,1
31367,20060201,516es,2
102819,20060301,527es,1
96485,20060701,458de,2
70505,20051101,1162us,1
46330,20060301,1034uk,1
78938,20051001,1199au,1
113259,20060101,350ca,2
83461,20060201,526es,2
58994,20060401,1143au,2
17195,20050801,465de,1
23173,20060701,432de,1
2804,20051001,527es,1
33346,20060501,3195ca,1
17132,20060701,857it,1
39799,20050601,10152uk,2
90589,20060701,2149be,1
46633,20060501,4111de,2
115095,20060701,531es,1
106084,20050501,73ie,2
90850,20051001,3195ca,1
52798,20060301,526es,1
108199,20060601,458de,1
89800,20051201,510es,2
99792,20060601,10103uk,1
43833,20041101,432de,2
9101,20050901,1254au,1
1033,20051201,1143au,2
36642,20060201,84it,1
109105,20041201,6112fr,1
116947,20050301,527es,1
83145,20040201,10252uk,2
107951,20060801,720ie,2
29992,20050601,518es,2
107726,20060701,423de,1
24455,20060301,48de,2
2424,20050701,423de,2
3895,20060801,46de,2
106886,20050301,1040uk,1
108385,20031101,527es,1
42777,20040401,1013uk,1
46622,20060401,527es,2
43173,20060401,73ie,1
15945,20051201,10103uk,2
75136,20031001,48de,2
47486,20060101,41de,1
22251,20060601,1034uk,2
9054,20051201,1343au,1
45654,20060301,414de,1
76084,20060301,526es,2
21236,20041101,984nz,2
91937,20060301,432de,2
81890,20060401,1199au,2
97026,20051201,458de,2
66194,20060301,3195ca,2
100793,20051001,2351be,1
64196,20051201,617fr,1
103209,20060101,432de,1
91848,20060801,432de,1
75399,20060701,414de,1
109521,20060101,10252uk,2
48817,20060301,1035uk,2
109913,20060401,4404de,2
77575,20060401,1143au,2
12489,20041201,526es,1
28919,20050501,414de,1
100059,20060801,510es,1
63229,20040901,321ca,1
75998,20060701,97nz,1
63152,20041201,11454us,2
38434,20060701,478de,1
75755,20050201,728ie,1
33967,20050101,728ie,1
29674,20050801,73ie,1
103454,20060101,1172us,1
99668,20050201,531es,2
77010,20060501,3195ca,2
96413,20051101,1040uk,2
45733,20060601,1040uk,1
61150,20060501,11454us,2
77856,20051101,45de,1
98254,20050701,11454us,1
100387,20060801,9598nz,2
49942,20060701,424de,2
62357,20060301,3117ca,2
91313,20031201,4111de,1
33592,20060801,48de,1
78632,20051101,84it,2
48860,20060801,458de,2
69468,20050201,119us,2
6439,20060601,458de,1
52713,20041001,510es,2
84180,20060501,84it,2
89485,20060701,518es,1
22865,20041201,73ie,2
42727,20050701,41de,2
21176,20060601,1167au,2
31454,20050101,857it,2
45778,20050301,41de,1
105772,20060601,3117ca,1
61586,20060301,1040uk,1
57522,20060201,3195ca,1
42824,20060301,919nz,2
29524,20041201,720ie,2
94658,20060401,112us,1
48808,20050301,825it,1
58731,20041101,3117ca,1
28853,20060701,4404de,1
70616,20050601,350ca,2
48086,20060801,4404de,1
76136,20050801,1035uk,1
30112,20060301,246be,1
102173,20050201,458de,2
107740,20041201,478de,2
73265,20060701,458de,1
9573,20040701,2149be,2
39714,20060801,1040uk,1
34592,20060301,1343au,1
109540,20050501,10252uk,2
68453,20051101,11454us,1
100296,20051101,1011uk,1
105295,20060601,414de,1
95385,20040301,478de,2
23177,20050601,423de,2
4439,20050501,518es,1
43790,20060401,45de,1
65600,20050401,10152uk,1
83722,20060201,676fr,1
46415,20051101,6112fr,1
45773,20051201,350ca,2
102571,20051001,466de,2
102016,20050301,10255uk,1
28866,20051101,1035uk,1
102054,20041201,91592nz,1
7550,20060401,432de,2
28248,20051001,1056uk,2
67043,20060501,1011uk,1
58572,20051101,518es,2
1853,20040801,527es,2
75196,20050901,10252uk,2
84305,20060401,518es,1
106484,20041001,3195ca,2
23754,20040901,422de,2
82300,20050801,518es,2
1984,20051101,46de,2
12848,20060101,825it,2
102272,20041101,333ca,1
93153,20060301,414de,2
28589,20050801,119us,2
71500,20040501,424de,2
113178,20030901,630fr,2
116791,20060701,1011uk,1
73655,20031001,10255uk,1
54503,20060501,11454us,1
50911,20040601,1199au,1
83290,20060201,1056uk,2
11018,20040101,1172us,1
5757,20040501,6112fr,2
104680,20050401,1011uk,2
99278,20040101,1040uk,1
13379,20040301,432de,2
10781,20060201,465de,2
100871,20060501,510es,2
78325,20051001,10103uk,1
45839,20051201,531es,2
8945,20050601,4404de,2
15282,20051201,45de,1
46643,20060401,1034uk,1
79622,20060301,3448ca,1
36652,20060101,1040uk,1
91170,20060501,465de,1
19773,20040801,97nz,2
12427,20051101,1162us,1
22872,20060301,45de,2
22909,20040101,466de,1
103226,20040901,91182nz,1
1,20060401,73ie,2
79088,20051201,1043uk,1
35867,20050901,1034uk,1
92177,20060101,10103uk,2
96043,20050701,720ie,2
106280,20050101,1035uk,1
95061,20060601,414de,2
19933,20041101,857it,2
93751,20050301,531es,2
40098,20051101,857it,1
77660,20050401,510es,1
103911,20050501,465de,1
79802,20051201,84it,2
19313,20060801,531es,2
61818,20050401,10255uk,2
20594,20041001,1043uk,2
75363,20051001,466de,1
92437,20041201,518es,2
118895,20060701,510es,1
31774,20050501,84it,1
15260,20040901,10103uk,2
116206,20050601,712ie,1
82832,20050201,720ie,2
6473,20031001,424de,1
2476,20060201,48de,1
16226,20060501,422de,1
22559,20060801,4111de,2
12149,20040101,478de,1
20782,20040101,1035uk,1
16722,20041201,423de,1
41839,20040301,350ca,1
84258,20060801,478de,1
89988,20050101,4404de,2
114096,20051201,10152uk,2
108603,20060201,458de,1
80077,20060601,4102de,1
57161,20060301,48de,2
26457,20050801,4102de,1
29741,20060501,919nz,2
114562,20050501,458de,1
25423,20051201,4404de,1
86399,20060601,1175us,2
77255,20051201,531es,2
729,20040901,1056uk,2
99715,20050101,432de,1
22960,20050601,321ca,2
94127,20060501,422de,1
93386,20060801,4111de,2
116510,20050501,1172us,1
46918,20050701,1162us,1
90033,20051201,4111de,1
25429,20060701,321ca,2
82096,20050601,1034uk,1
5002,20060601,3195ca,1
85556,20060401,526es,1
57478,20060701,630fr,1
87913,20050901,3448ca,2
26464,20060601,478de,2
81260,20060301,458de,2
104324,20050901,10152uk,1
87401,20050601,73ie,2
39917,20050101,526es,1
17908,20050201,919nz,1
85238,20060101,1040uk,1
31232,20050601,728ie,1
101469,20040701,1056uk,2
62610,20040701,11454us,2
22672,20040101,2351be,2
